"id";"timestamp";"status"
73593;1657011199;Проверка информации
73597;1657011672;Сбор информации
73599;1657011760;Сбор информации
73599;1657011778;Ожидание
73601;1657011806;Сбор информации
73603;1657011853;Сбор информации
73603;1657011916;Передумал или отложил
73605;1657011939;Сбор информации
73601;1657012027;Проверка информации
73601;1657012027;Проверка информации
73605;1657012089;Ожидание
73605;1657012092;Сбор информации
73605;1657012160;Проверка информации
73605;1657012160;Проверка информации
73597;1657012169;Ожидание
73607;1657012242;Сбор информации
73609;1657012390;Сбор информации
73607;1657012398;Проверка информации
73607;1657012398;Проверка информации
73609;1657012641;Проверка информации
73609;1657012641;Проверка информации
73613;1657012831;Сбор информации
73613;1657012887;Ожидание
73615;1657013066;Сбор информации
73615;1657013264;Проверка информации
73615;1657013264;Проверка информации
73617;1657013300;Сбор информации
73619;1657013459;Сбор информации
73617;1657013460;Проверка информации
73617;1657013460;Проверка информации
73619;1657013475;Ожидание
73621;1657013640;Сбор информации
73619;1657013695;Проверка информации
73619;1657013695;Проверка информации
73623;1657013831;Сбор информации
73621;1657013904;Проверка информации
73621;1657013904;Проверка информации
73623;1657013952;Нет в ассортименте
73625;1657014495;Сбор информации
73627;1657014533;Сбор информации
73627;1657014546;Ожидание
73625;1657014724;Проверка информации
73625;1657014724;Проверка информации
73245;1657014900;Подумает и перезвонит
73629;1657014920;Сбор информации
73629;1657015001;Ожидание
72939;1657015257;Истекло время ожидания
73553;1657015496;Формирование счета для юр.лица
73633;1657015538;Сбор информации
70611;1657015589;Уже купил
73635;1657015620;Сбор информации
73637;1657015623;Сбор информации
73639;1657015636;Сбор информации
73633;1657015668;Ожидание
73625;1657015679;Заведение заказа в 1С
73527;1657015699;Сделка успешна
73621;1657015699;Заведение заказа в 1С
73619;1657015733;Заведение заказа в 1С
73617;1657015751;Заведение заказа в 1С
73615;1657015778;Заведение заказа в 1С
73609;1657015797;Заведение заказа в 1С
73607;1657015816;Заведение заказа в 1С
73605;1657015844;Заведение заказа в 1С
73637;1657015845;Проверка информации
73637;1657015845;Проверка информации
73635;1657015846;Проверка информации
73635;1657015846;Проверка информации
73601;1657015863;Заведение заказа в 1С
73639;1657015871;Проверка информации
73639;1657015871;Проверка информации
73641;1657015873;Сбор информации
73641;1657015883;Ожидание
73593;1657015885;Заведение заказа в 1С
73643;1657015909;Сбор информации
73589;1657015923;Заведение заказа в 1С
73563;1657015940;Заведение заказа в 1С
73625;1657015959;Проверка товара на складе
73621;1657015971;Проверка товара на складе
73619;1657015989;Проверка товара на складе
73617;1657016006;Проверка товара на складе
73637;1657016036;Заведение заказа в 1С
73635;1657016054;Заведение заказа в 1С
73639;1657016085;Заведение заказа в 1С
73643;1657016181;Проверка информации
73643;1657016181;Проверка информации
73645;1657016201;Сбор информации
73533;1657016205;Проверка информации
73533;1657016205;Проверка информации
73647;1657016226;Сбор информации
73647;1657016235;Ожидание
73645;1657016352;Заведение заказа в 1С
73649;1657016358;Сбор информации
73649;1657016376;Ожидание
73651;1657016429;Сбор информации
73615;1657016432;Проверка товара на складе
73651;1657016456;Ожидание
73609;1657016473;Проверка товара на складе
73653;1657016497;Сбор информации
73653;1657016508;Ожидание
73607;1657016514;Проверка товара на складе
73605;1657016561;Проверка товара на складе
73601;1657016612;Проверка товара на складе
73593;1657016651;Проверка товара на складе
73563;1657016655;Проверка товара на складе
73635;1657016774;Проверка товара на складе
73639;1657016805;Проверка товара на складе
73637;1657016875;Проверка товара на складе
73643;1657016918;Заведение заказа в 1С
73533;1657016958;Заведение заказа в 1С
73659;1657016977;Сбор информации
73643;1657016979;Проверка товара на складе
73533;1657016995;Проверка товара на складе
73645;1657017043;Проверка товара на складе
73185;1657017085;Сбор информации
73185;1657017193;Заведение заказа в 1С
73185;1657017311;Проверка информации
73185;1657017311;Проверка информации
73185;1657017315;Заведение заказа в 1С
73659;1657017397;Проверка информации
73659;1657017397;Проверка информации
73663;1657017516;Сбор информации
73663;1657017603;Ожидание
73665;1657017688;Сбор информации
73589;1657017955;Проверка товара на складе
73185;1657018064;Проверка товара на складе
73659;1657018131;Заведение заказа в 1С
73271;1657018249;Нет в ассортименте
73673;1657018278;Сбор информации
73673;1657018310;Ожидание
73645;1657018400;Сделка успешна
73675;1657018497;Сбор информации
73677;1657018587;Сбор информации
73679;1657018626;Сбор информации
73679;1657018636;Ожидание
73681;1657018703;Сбор информации
73675;1657018709;Проверка информации
73675;1657018709;Проверка информации
73677;1657018745;Проверка информации
73677;1657018745;Проверка информации
73681;1657018769;Ожидание
73683;1657018771;Сбор информации
73683;1657018916;Проверка информации
73683;1657018916;Проверка информации
73659;1657018948;Проверка товара на складе
70039;1657019112;Сделка успешна
73675;1657019127;Заведение заказа в 1С
73677;1657019165;Заведение заказа в 1С
73683;1657019204;Заведение заказа в 1С
